timestamp source destination sourceport destport databytes
12.914513 78 5 3299 119 3
12.921344 8 107 1599 119 512
12.921346 8 107 1599 119 512
12.922320 8 107 1599 119 512
12.922321 8 107 1599 119 512
12.924272 8 107 1599 119 512
12.924273 116 8 119 3821 0
12.926224 8 107 1599 119 512
12.927200 8 107 1599 119 512
12.930128 5 11 3200 119 512
12.930130 5 11 3200 119 233
12.938912 10 2 1202 2029 0
12.940864 2 10 2029 1202 512
12.942816 107 8 119 1599 0
12.944769 8 107 1599 119 512
12.945744 8 107 1599 119 512
12.945745 8 61 119 1567 0
12.950624 51 5 119 3855 8
12.952576 52 2 1291 23 1
12.953552 107 8 119 1599 0
12.960384 26 8 119 3880 15
12.961360 107 8 119 1599 0
12.962336 8 107 1599 119 183
12.966240 5 51 3855 119 0
12.968192 12 2 1064 20 0
12.968193 8 26 3880 119 35
12.970144 2 12 20 1064 256
12.970145 80 193 3624 25 0
12.970146 131 8 41381 119 42
12.971120 2 52 23 1291 1
12.971121 131 8 41304 119 37
12.973072 21 2 1397 20 0
12.973074 80 193 3624 25 0
12.974048 8 5 119 4490 5
12.975024 2 21 20 1397 512
12.975025 8 61 119 1567 0
12.975026 53 8 7234 119 0
12.976001 31 2 1263 1996 0
12.976976 5 8 4490 119 45
12.977952 2 31 1996 1263 512
12.980880 5 51 3855 119 512
12.981856 5 51 3855 119 512
12.981857 5 51 3855 119 28
12.982832 37 2 1131 1941 0
12.987712 2 37 1941 1131 212
12.991617 51 5 119 3855 0
12.992592 5 51 3855 119 3
12.997472 11 5 119 3200 0
12.998448 5 11 3200 119 3
13.000000 51 5 119 3855 13
13.001952 35 2 1076 1964 0
13.002928 5 51 3855 119 37
13.003904 2 35 1964 1076 212
13.014640 26 8 119 3880 15
13.019520 105 85 1943 8080 0
13.023424 53 8 7234 119 3
13.023425 85 105 8080 1943 512
13.027328 42 8 119 3012 0
13.027329 85 105 8080 1943 512
13.028304 85 105 8080 1943 512
13.028305 85 105 8080 1943 512
13.029280 85 105 8080 1943 512
13.029281 85 105 8080 1943 512
13.030256 116 8 119 3821 8
13.030257 85 105 8080 1943 512
13.036112 8 26 3880 119 52
13.044896 8 122 1979 119 33
13.044897 65 45 5000 1340 100
13.044898 52 2 1291 23 1
13.047824 45 47 513 1023 99
13.048800 122 8 119 1979 5
13.050753 47 66 23 4378 99
13.056608 2 52 23 1291 1
13.063440 26 8 119 3880 0
13.074176 15 2 4472 80 0
13.076128 107 8 1958 119 0
13.076129 107 8 119 1599 0
13.077106 51 5 119 3855 8
13.077108 21 2 1397 20 0
13.080032 2 21 20 1397 512
13.080033 129 22 1140 80 0
13.081984 8 116 3821 119 512
13.081985 8 116 3821 119 263
13.087840 45 65 1340 5000 0
13.093696 83 8 3728 119 37
13.102480 26 8 119 3880 15
13.104432 136 8 119 3881 5
13.106384 110 8 119 4968 0
13.106385 120 8 119 4923 0
13.106386 33 2 1167 2005 0
13.107360 42 8 119 3012 0
13.108336 2 33 2005 1167 512
13.109312 8 120 4923 119 3
13.111264 8 122 1979 119 512
13.111265 8 122 1979 119 512
13.112240 8 122 1979 119 512
13.112241 8 122 1979 119 512
13.113216 8 122 1979 119 38
13.113217 5 51 3855 119 512
13.114192 5 51 3855 119 360
13.114193 8 136 3881 119 49
13.120048 122 8 119 1979 0
13.121024 37 2 1131 1941 0
13.121025 116 8 119 3821 0
13.122000 8 116 3821 119 3
13.122001 2 37 1941 1131 212
13.124928 35 2 1076 1964 0
13.125904 122 8 119 1979 0
13.125905 2 35 1964 1076 212
13.126880 8 122 1979 119 3
13.132736 52 2 1291 23 1
13.132737 116 8 119 3821 13
13.138592 8 116 3821 119 36
13.141520 107 8 1958 119 64
13.141521 8 26 3880 119 0
13.147376 2 52 23 1291 1
13.150304 41 2 1119 1951 0
13.151280 177 24 1640 80 0
13.152257 194 17 1196 25 0
13.156160 2 41 1951 1119 512
13.157137 47 45 1023 513 0
13.159088 17 194 25 1196 0
13.165920 21 2 1397 20 0
13.166896 5 78 119 3299 0
13.167872 2 21 20 1397 512
13.180560 48 2 1161 2032 0
13.183488 2 48 2032 1161 512
13.188368 42 8 119 3012 0
13.189344 8 42 3012 119 219
13.189345 15 2 4472 80 0
13.192274 2 15 80 4472 256
13.193248 2 15 80 4472 256
13.193250 129 22 1140 80 0
13.193252 66 47 4378 23 0
13.196176 22 129 80 1140 0
13.197152 22 129 80 1140 0
13.198128 11 5 119 3200 0
13.201056 8 26 3880 119 47
13.203008 136 8 119 3881 5
13.206912 51 5 119 3855 0
13.207888 5 51 3855 119 3
13.208864 8 130 3883 119 0
13.211792 8 136 3881 119 498
13.212768 51 5 119 3855 13
13.213745 29 30 3001 1296 60
13.216673 26 8 119 3880 15
13.218625 105 85 1943 8080 0
13.221552 130 8 119 3883 0
13.222528 8 130 3883 119 0
13.224480 52 2 1291 23 1
13.224481 8 26 3880 119 46
13.225456 110 8 119 4968 5
13.228384 65 45 5000 1340 60
13.231313 45 47 513 1023 59
13.234240 47 66 23 4378 59
13.237168 3 2 20 1985 1
13.237170 116 8 119 3821 8
13.239120 5 51 3855 119 33
13.241072 2 52 23 1291 1
13.242049 12 2 1064 20 0
13.244000 2 12 20 1064 256
13.246928 63 195 3930 25 0
13.248880 194 17 1196 25 0
13.252784 21 2 1397 20 0
13.253760 26 8 119 3880 15
13.256688 2 21 20 1397 512
13.256689 8 26 3880 119 36
13.259616 2 97 20 1029 512
13.262544 2 196 2137 1259 1
13.263521 30 29 1296 3001 0
13.264496 2 178 23 1026 1
13.264497 5 46 119 4324 0
13.267424 8 110 4968 119 42
13.267425 5 87 119 1440 0
13.267426 130 8 119 3883 64
13.273280 10 2 1202 2029 0
13.274256 51 5 119 3855 8
13.275232 42 8 119 3012 0
13.276208 2 10 2029 1202 512
13.276209 110 8 119 4968 5
13.284016 37 2 1131 1941 0
13.285968 2 37 1941 1131 212
13.286944 8 130 3883 119 36
13.286945 45 65 1340 5000 0
13.294752 130 8 119 3883 5
13.297680 8 116 3821 119 512
13.300608 8 116 3821 119 334
13.301584 8 130 3883 119 512
13.301585 122 8 119 1979 0
13.302560 8 130 3883 119 383
13.302561 67 2 1114 2025 0
13.302562 80 197 3625 25 0
13.304512 2 67 2025 1114 512
13.305488 2 67 2025 1114 512
13.305489 31 2 1263 1996 0
13.305490 120 8 119 4923 0
13.307440 2 31 1996 1263 512
13.307442 26 8 119 3880 15
13.312320 8 26 3880 119 41
13.315248 5 51 3855 119 512
13.316224 5 51 3855 119 512
13.317200 5 51 3855 119 472
13.317201 62 5 119 4971 15
13.320128 116 8 119 3821 0
13.321104 5 62 4971 119 38
13.322082 8 116 3821 119 3
13.326961 51 5 119 3855 0
13.330864 8 110 4968 119 512
13.330865 116 8 119 3821 13
13.330866 8 110 4968 119 120
13.338672 178 2 1026 23 0
13.339648 8 83 119 3728 0
13.343552 21 2 1397 20 0
13.344528 2 21 20 1397 512
13.348432 46 5 4324 119 512
13.349408 46 5 4324 119 512
13.350384 46 5 4324 119 512
13.353313 52 2 1291 23 1
13.355264 29 30 3001 1296 60
13.355266 47 45 1023 513 0
13.364048 2 52 23 1291 1
13.366000 26 8 119 3880 5
13.366002 5 26 119 4495 0
13.369904 8 26 3880 119 512
13.370880 8 26 3880 119 512
13.371856 8 26 3880 119 512
13.371857 8 26 3880 119 512
13.372833 8 26 3880 119 512
13.373808 12 2 1064 20 0
13.375760 8 26 3880 119 512
13.375761 8 26 3880 119 34
13.375762 2 12 20 1064 256
13.379664 8 116 3821 119 34
13.381616 177 24 1641 80 292
13.386496 6 2 1090 2023 0
13.387472 122 8 119 1979 5
13.388448 2 6 2023 1090 512
13.392352 15 2 4472 80 0
13.392353 66 47 4378 23 0
13.393328 2 15 80 4472 256
13.402112 26 8 119 3880 0
13.406016 51 5 119 3855 0
13.406017 24 177 80 1641 334
13.406018 5 51 3855 119 3
13.407968 24 177 80 1641 334
13.408944 26 8 119 3880 0
13.410896 24 177 80 1641 0
13.411873 51 5 119 3855 13
13.412848 24 177 80 1641 0
13.412849 167 2 1157 21 0
13.420657 50 2 55296 20 0
13.421633 33 2 1167 2005 0
13.422608 2 50 20 55296 512
13.424560 2 50 20 55296 512
13.425536 2 33 2005 1167 512
13.425538 26 8 119 3880 0
13.426512 8 26 3880 119 3
13.433345 37 2 1131 1941 0
13.435296 2 37 1941 1131 212
13.436272 167 2 1157 21 16
13.438225 12 2 1064 20 0
13.438226 2 167 21 1157 0
13.438227 185 22 2575 80 0
13.438228 116 8 119 3821 8
13.440176 2 12 20 1064 256
13.440177 130 8 119 3883 0
13.442128 22 185 80 2575 512
13.442129 8 130 3883 119 3
13.443104 22 185 80 2575 512
13.444080 22 185 80 2575 512
13.447008 2 167 21 1157 45
13.450912 197 80 25 3625 0
13.452864 8 122 1979 119 49
13.452865 80 197 3625 25 0
13.453840 41 2 1119 1951 0
13.455792 2 41 1951 1119 512
13.459696 21 2 1397 20 0
13.462624 2 21 20 1397 512
13.462625 30 29 1296 3001 0
13.463600 26 8 119 3880 0
13.463601 5 51 3855 119 40
13.468481 2 3 1985 20 0
13.475313 3 2 20 1985 512
13.476288 3 2 20 1985 512
13.477264 3 2 20 1985 512
13.477265 3 2 20 1985 512
13.478240 3 2 20 1985 512
13.478242 3 2 20 1985 512
13.480192 122 8 119 1979 5
13.481169 17 194 25 1196 97
13.486049 136 8 119 3881 0
13.487024 8 136 3881 119 3
13.489952 5 53 3859 119 0
13.497761 4 5 4241 119 38
13.498736 5 4 119 4241 0
13.498737 8 122 1979 119 512
13.499712 8 122 1979 119 36
13.500688 108 63 25 3922 0
13.500690 35 2 1076 1964 0
13.502640 2 35 1964 1076 212
13.504592 110 8 119 4968 0
13.505568 8 110 4968 119 3
13.505569 15 2 4472 80 0
13.506544 159 8 119 3882 5
13.506546 2 15 80 4472 256
13.509472 8 159 3882 119 43
13.515328 198 199 1053 25 0
13.523136 159 8 119 3882 5
13.531920 8 116 3821 119 512
13.531921 8 116 3821 119 512
13.532896 8 116 3821 119 512
13.532897 8 116 3821 119 512
13.533872 8 116 3821 119 512
13.534848 8 116 3821 119 512
13.534849 8 116 3821 119 512
13.535824 8 116 3821 119 512
13.535825 8 116 3821 119 512
13.536800 8 116 3821 119 512
13.536801 8 116 3821 119 512
13.537776 8 116 3821 119 512
13.537777 8 116 3821 119 512
13.538752 8 116 3821 119 512
13.539728 8 116 3821 119 512
13.539729 8 116 3821 119 512
13.540704 8 116 3821 119 512
13.540705 8 116 3821 119 512
13.541680 8 116 3821 119 512
13.541681 8 116 3821 119 512
13.542656 8 116 3821 119 512
13.542657 8 116 3821 119 512
13.543632 8 116 3821 119 512
13.543633 8 116 3821 119 75
13.543635 8 159 3882 119 0
13.544608 8 159 3882 119 512
13.544609 8 159 3882 119 512
13.545584 8 159 3882 119 512
13.545585 8 159 3882 119 512
13.546560 8 159 3882 119 512
13.546561 8 159 3882 119 97
13.548513 120 8 119 4923 5
13.548514 21 2 1397 20 0
13.550465 2 21 20 1397 512
13.554369 116 8 119 3821 0
13.558273 17 19 25 1758 8
13.563152 53 5 119 3859 0
13.564128 5 53 3859 119 0
13.567056 5 75 119 3143 0
13.568033 159 8 119 3882 0
13.569008 12 2 1064 20 0
13.570960 2 12 20 1064 256
13.572912 194 17 1196 25 27
13.575840 159 8 119 3882 0
13.576816 116 8 119 3821 0
13.585601 37 2 1131 1941 0
13.587552 2 37 1941 1131 212
13.591456 8 120 4923 119 48
13.593408 159 8 119 3882 0
13.594384 8 159 3882 119 3
13.599264 26 8 119 3880 5
13.602192 8 26 3880 119 39
13.605120 51 5 119 3855 0
13.609025 31 2 1263 1996 0
13.610976 2 31 1996 1263 512
13.614880 127 17 25 2405 0
13.617808 17 127 2405 25 512
13.618784 17 127 2405 25 512
13.619761 116 8 119 3821 0
13.620736 8 116 3821 119 3
13.621712 52 2 1291 23 0
13.627568 35 2 1076 1964 0
13.628545 2 35 1964 1076 212
13.629520 10 2 1202 2029 0
13.630496 2 10 2029 1202 512
13.632448 29 30 3001 1296 60
13.637328 42 8 119 3012 5
13.638304 2 3 1985 20 0
13.640256 130 8 119 3883 0
13.641232 5 75 119 3143 0
13.645136 3 2 20 1985 512
13.646112 3 2 20 1985 511
13.646113 3 2 20 1985 512
13.646114 5 88 119 40453 0
13.647088 21 2 1397 20 0
13.647089 26 8 119 3880 5
13.647090 3 2 20 1985 512
13.648064 3 2 20 1985 512
13.648065 3 2 20 1985 512
13.648066 67 2 1114 2025 0
13.650016 2 21 20 1397 512
13.652944 2 67 2025 1114 512
13.652945 8 26 3880 119 512
13.652946 2 67 2025 1114 512
13.653921 8 26 3880 119 512
13.654897 8 26 3880 119 512
13.655872 8 26 3880 119 512
13.655873 8 26 3880 119 423
13.655874 17 194 25 1196 0
13.655875 63 200 3897 25 0
13.655876 8 42 3012 119 37
13.658801 63 200 3897 25 0
13.661728 30 29 1296 3001 0
13.664656 110 8 119 4968 5
13.665632 136 8 119 3881 5
13.668560 8 136 3881 119 39
13.691009 8 110 4968 119 36
13.692960 42 8 119 3012 15
13.699793 110 8 119 4968 5
13.701745 122 8 119 1979 0
13.702720 8 122 1979 119 3
13.710529 120 8 119 4923 0
13.717360 120 8 119 4923 5
13.718336 116 8 119 3821 0
13.722240 15 2 4472 80 0
13.732977 8 110 4968 119 512
13.733952 8 110 4968 119 512
13.734928 17 194 25 1196 53
13.735904 8 110 4968 119 14
13.739808 8 131 119 41381 0
13.740784 21 2 1397 20 0
13.742736 2 21 20 1397 512
13.743712 130 8 119 3883 5
13.744688 33 2 1167 2005 0
13.746640 2 33 2005 1167 512
13.746641 110 8 119 4968 0
13.746642 8 130 3883 119 41
13.746644 35 2 1076 1964 0
13.747616 8 110 4968 119 3
13.748592 2 35 1964 1076 212
13.752496 201 202 1212 25 0
13.753472 124 8 119 1216 8
13.757377 2 165 2048 1350 408
13.758352 130 8 119 3883 5
13.759328 2 36 20 6905 512
13.760304 26 8 119 3880 0
13.761280 8 26 3880 119 3
13.766161 5 46 119 4324 0
13.770064 37 2 1131 1941 0
13.773968 8 130 3883 119 512
13.774944 8 130 3883 119 512
13.774945 2 37 1941 1131 212
13.774946 8 130 3883 119 255
13.780800 41 2 1119 1951 0
13.782752 2 41 1951 1119 512
13.782753 8 120 4923 119 512
13.783728 8 120 4923 119 512
13.783729 8 120 4923 119 179
13.790560 130 8 119 3883 0
13.794464 159 8 119 3882 0
13.796416 80 203 3627 25 0
13.810080 8 42 3012 119 37
13.811056 204 205 3472 7000 0
13.812032 205 204 7000 3472 0
13.820816 206 207 1424 25 0
13.834480 21 2 1397 20 0
13.835456 8 124 1216 119 512
13.836432 8 124 1216 119 512
13.836433 8 124 1216 119 182
13.836434 2 21 20 1397 512
13.838385 194 17 1196 25 35
13.840337 2 3 1985 20 0
13.840338 130 8 119 3883 0
13.841312 8 130 3883 119 3
13.844240 12 2 1064 20 0
13.846192 2 12 20 1064 256
13.847168 3 2 20 1985 512
13.847169 188 208 2551 25 0
13.848144 3 2 20 1985 512
13.848145 3 2 20 1985 1
13.849120 3 2 20 1985 512
13.849121 46 5 4324 119 512
13.851072 46 5 4324 119 512
13.852048 46 5 4324 119 512
13.854000 17 194 25 1196 0
13.860833 15 2 4472 80 0
13.861809 2 15 80 4472 256
13.862785 2 15 80 4472 256
13.862787 51 5 119 3855 8
13.863760 26 8 119 3880 0
13.879376 31 2 1263 1996 0
13.881328 2 31 1996 1263 512
13.882304 203 80 25 3627 0
13.882305 177 24 1641 80 0
13.883280 80 203 3627 25 0
13.888160 136 8 119 3881 0
13.888161 8 130 119 1935 5
13.892064 67 2 1114 2025 0
13.894016 2 67 2025 1114 512
13.894992 2 67 2025 1114 512
13.896944 107 8 119 1599 5
13.900848 26 8 119 3880 5
13.901824 122 8 119 1979 0
13.903776 110 8 119 4968 0
13.904752 8 26 3880 119 43
13.907680 42 8 119 3012 0
13.908656 122 8 119 1979 5
13.912560 110 8 119 4968 5
13.913536 130 8 1935 119 512
13.913537 130 8 1935 119 512
13.913538 130 8 1935 119 141
13.927200 5 146 3857 119 512
13.927201 209 210 3786 25 0
13.932081 10 2 1202 2029 0
13.933056 21 2 1397 20 0
13.935008 2 10 2029 1202 512
13.935009 2 21 20 1397 512
13.935984 5 51 3855 119 512
13.935985 5 51 3855 119 512
13.936960 5 51 3855 119 512
13.936961 5 51 3855 119 321
13.938912 8 130 119 1935 0
13.946720 51 5 119 3855 0
13.948672 130 8 1935 119 3
13.951601 42 8 119 3012 5
13.954529 36 2 6905 20 0
13.956480 2 36 20 6905 512
13.957456 2 36 20 6905 512
13.958432 120 8 119 4923 0
13.960384 26 8 119 3880 15
13.965264 8 26 3880 119 76
13.966241 5 46 119 4324 0
13.975024 12 2 1064 20 0
13.977952 124 8 119 1216 0
13.977953 2 12 20 1064 256
13.978928 124 8 119 1216 0
13.978930 8 124 1216 119 3
13.983808 37 2 1131 1941 0
13.986736 2 37 1941 1131 212
13.988688 8 131 119 41170 15
13.994544 8 107 1599 119 39
14.005857 51 5 119 3855 0
14.006833 5 51 3855 119 3
14.007808 62 5 119 4971 15
14.011712 8 42 3012 119 512
14.012688 8 42 3012 119 512
14.012689 8 42 3012 119 512
14.013665 61 8 119 3789 15
14.015616 51 5 119 3855 13
14.015617 26 8 119 3880 15
14.025376 8 26 3880 119 30
14.034160 8 122 1979 119 38
14.034161 21 2 1397 20 0
14.036112 2 21 20 1397 512
14.039040 2 3 1985 20 0
14.040993 130 8 119 3883 0
14.043920 123 8 119 1922 15
14.043921 130 8 119 3883 5
14.045872 3 2 20 1985 512
14.045873 12 2 1064 20 0
14.046848 3 2 20 1985 512
14.046849 3 2 20 1985 512
14.047824 3 2 20 1985 512
14.047825 3 2 20 1985 512
14.048800 3 2 20 1985 512
14.048801 2 12 20 1064 256
14.048802 8 130 3883 119 43
14.049776 35 2 1076 1964 0
14.050752 46 5 4324 119 512
14.051728 2 35 1964 1076 212
14.052704 46 5 4324 119 512
14.052705 26 8 119 3880 15
14.053680 46 5 4324 119 512
14.054656 8 110 4968 119 36
14.054657 116 8 119 3821 13
14.058560 8 61 119 1567 5
14.058561 52 2 1291 23 1
14.059539 130 8 119 3883 5
14.061489 110 8 119 4968 5
14.063440 8 26 3880 119 34
14.066368 8 116 3821 119 40
14.067345 54 8 119 3849 15
14.069296 2 52 23 1291 1
14.071249 33 2 1167 2005 0
14.073200 2 33 2005 1167 512
14.073201 41 2 1119 1951 0
14.073203 107 8 119 1599 0
14.074176 8 54 3849 119 39
14.074177 61 8 1567 119 38
14.075152 2 41 1951 1119 512
14.076128 5 51 3855 119 40
14.077104 8 130 3883 119 512
14.078080 8 130 3883 119 512
14.079056 8 130 3883 119 512
14.079057 8 130 3883 119 512
14.080033 8 130 3883 119 512
14.081008 8 130 3883 119 97
14.082960 131 8 41170 119 51
14.102480 122 8 119 1979 0
14.106384 50 2 55296 20 0
14.108336 2 50 20 55296 512
14.109312 130 8 119 3883 0
14.110288 120 8 119 4923 0
14.110289 2 50 20 55296 512
14.110290 211 63 15777 25 0
14.110291 8 120 4923 119 3
14.111264 2 50 20 55296 512
14.114192 63 211 25 15777 0
14.114193 177 24 1642 80 295
14.115168 37 2 1131 1941 0
14.116144 2 37 1941 1131 212
14.117121 116 8 119 3821 0
14.119072 92 93 3729 25 0
14.120050 21 2 1397 20 0
14.122001 2 21 20 1397 512
14.126880 124 8 119 1216 13
14.135664 51 5 119 3855 8
14.139568 8 130 119 1935 0
14.141520 24 177 80 1642 333
14.143472 24 177 80 1642 333
14.145424 24 177 80 1642 0
14.146400 24 177 80 1642 0
14.148352 8 110 4968 119 512
14.149328 8 110 4968 119 512
14.149329 8 110 4968 119 61
14.161040 110 8 119 4968 0
14.162016 8 110 4968 119 3
14.163968 35 2 1076 1964 0
14.165920 2 35 1964 1076 212
14.165922 17 194 25 1196 42
14.166896 5 51 3855 119 0
14.167872 26 8 119 3880 15
14.167873 167 2 1157 21 0
14.169825 8 26 3880 119 42
14.172752 76 8 1126 119 42
14.176656 8 76 119 1126 0
14.177632 8 123 1922 119 39
14.177633 12 2 1064 20 0
14.182512 2 12 20 1064 256
14.192273 42 8 119 3012 0
14.193248 167 2 1157 21 13
14.199104 133 8 2692 119 42
14.200080 8 133 119 2692 0
14.205936 122 8 119 1979 5
14.207888 8 61 3789 119 43
14.210817 203 80 25 3627 90
14.214722 212 213 2093 25 0
14.215696 80 203 3627 25 27
14.220576 52 2 1291 23 0
14.222528 52 2 1291 23 1
14.222529 54 8 119 3849 0
14.222530 211 63 15777 25 0
14.228384 53 5 119 3859 112
14.231313 8 77 119 1413 5
14.232288 8 42 119 4184 5
14.232289 8 133 119 2692 15
14.233264 4 5 119 3849 0
14.233266 2 52 23 1291 1
14.237168 5 53 3859 119 37
14.239120 2 167 21 1157 0
14.240097 112 8 119 2460 5
14.241072 130 8 119 3883 0
14.241073 26 8 119 3880 15
14.241074 54 8 119 3849 15
14.242049 8 130 3883 119 3
14.243024 5 51 3855 119 512
14.244000 5 51 3855 119 512
14.244977 5 51 3855 119 512
14.245952 5 51 3855 119 512
14.245953 8 26 3880 119 38
14.245954 5 51 3855 119 434
14.247904 8 54 3849 119 39
14.248880 21 2 1397 20 0
14.249856 8 122 1979 119 512
14.250832 2 21 20 1397 512
14.250833 8 122 1979 119 512
14.251808 8 122 1979 119 359
14.254737 51 5 119 3855 0
14.256688 36 2 6905 20 0
14.258640 2 165 21 1348 24
14.259616 122 8 119 1979 0
14.260593 51 5 119 3855 0
14.262545 26 8 119 3880 0
14.263520 2 36 20 6905 512
14.268400 194 17 1196 25 36
14.272304 136 8 119 3881 5
14.274256 8 136 3881 119 512
14.275232 8 136 3881 119 73
14.276209 26 8 119 3880 15
14.281088 8 26 3880 119 38
14.281089 35 2 1076 1964 0
14.284016 2 35 1964 1076 212
14.296706 37 2 1131 1941 0
14.298656 2 37 1941 1131 212
14.301584 122 8 119 1979 0
14.301585 110 8 119 4968 0
14.303536 8 122 1979 119 3
14.306464 8 124 1216 119 39
14.308416 42 8 119 3012 0
14.308418 26 8 119 3880 15
14.309392 8 42 3012 119 507
14.312320 8 26 3880 119 60
14.315248 203 80 25 3627 53
14.316224 42 8 4184 119 0
14.319152 80 203 3627 25 42
14.319153 159 8 119 3882 5
14.321105 8 159 3882 119 42
14.330864 21 2 1397 20 0
14.333792 2 21 20 1397 512
14.333793 133 8 2692 119 31
14.334768 8 112 2460 119 512
14.335744 8 112 2460 119 512
14.335747 8 112 2460 119 512
14.336720 8 112 2460 119 512
14.336721 8 112 2460 119 512
14.337696 8 112 2460 119 512
14.338672 8 112 2460 119 512
14.338675 91 2 1086 4043 0
14.338676 8 112 2460 119 512
14.339648 8 112 2460 119 512
14.339649 8 112 2460 119 512
14.340624 2 91 4043 1086 512
14.341600 2 91 4043 1086 512
14.341601 110 8 119 4968 5
14.341603 8 61 119 1567 0
14.342576 33 2 1167 2005 0
14.344528 2 33 2005 1167 512
14.352336 8 131 119 41304 15
14.352338 8 83 119 3728 5
14.353312 8 130 119 1935 0
14.354288 61 8 119 3789 0
14.357216 53 5 119 3859 13
14.360144 5 53 3859 119 35
14.364048 10 2 1202 2029 0
14.366000 2 10 2029 1202 512
14.366002 5 62 4971 119 0
14.366976 120 8 119 4923 0
14.366977 26 8 119 3880 15
14.368928 214 215 4371 25 0
14.370880 8 26 3880 119 34
14.372832 5 62 4971 119 42
14.373809 116 8 119 3821 8
14.373810 8 110 4968 119 50
14.380640 110 8 119 4968 5
14.381618 42 8 4184 119 52
14.385520 41 2 1119 1951 0
14.388448 2 41 1951 1119 512
14.393328 159 8 119 3882 0
14.402112 26 8 119 3880 5
14.406016 8 26 3880 119 512
14.406017 21 2 1397 20 0
14.406019 8 26 3880 119 512
14.406021 51 5 119 3855 0
14.406992 8 26 3880 119 512
14.406993 8 26 3880 119 254
14.406994 5 51 3855 119 3
14.407968 2 21 20 1397 512
14.415776 52 2 1291 23 0
14.417728 94 85 2602 8080 0
14.419680 131 8 41304 119 37
14.420656 8 131 119 41304 0
14.421633 85 94 8080 2602 0
14.422608 77 8 1413 119 512
14.423584 77 8 1413 119 332
14.425536 54 8 119 3849 0
14.428464 8 110 4968 119 512
14.429440 8 110 4968 119 512
14.429441 8 110 4968 119 512
14.430416 8 110 4968 119 322
14.434320 2 167 21 1157 48
14.435296 53 5 119 3859 13
14.435297 52 2 1291 23 1
14.437248 26 8 119 3880 0
14.438224 2 3 1985 20 0
14.440176 110 8 119 4968 0
14.441153 42 8 119 3012 33
14.441154 130 8 119 3883 0
14.444080 5 53 3859 119 35
14.445057 3 2 20 1985 511
14.446032 3 2 20 1985 512
14.447008 3 2 20 1985 512
14.447010 8 116 3821 119 512
14.447985 8 116 3821 119 512
14.447986 12 2 1064 20 0
14.448960 8 116 3821 119 351
14.449936 2 12 20 1064 256
14.449938 2 52 23 1291 1
14.451888 17 194 25 1196 0
14.455793 123 8 119 1922 0
14.456768 37 2 1131 1941 0
14.457744 2 37 1941 1131 212
14.460673 116 8 119 3821 0
14.464576 5 75 119 2845 5
14.473360 51 5 119 3855 13
14.475312 26 8 119 3880 0
14.475314 75 5 2845 119 35
14.476288 8 26 3880 119 3
14.478240 131 8 41304 119 38
14.487024 136 8 119 3881 0
14.488000 8 136 3881 119 3
14.489953 112 8 119 2460 0
14.491904 8 112 2460 119 512
14.491905 8 112 2460 119 512
14.492880 8 112 2460 119 512
14.492881 8 112 2460 119 512
14.496784 146 5 119 3857 0
14.496785 112 8 119 2460 0
14.497760 5 146 3857 119 512
14.498736 8 112 2460 119 512
14.498737 5 146 3857 119 512
14.499712 8 112 2460 119 512
14.499713 130 8 119 3883 5
14.499715 110 8 119 4968 0
14.500689 8 110 4968 119 3
14.501664 112 8 119 2460 0
14.502640 122 8 119 1979 0
14.503616 8 112 2460 119 512
14.504592 8 112 2460 119 512
14.504594 8 130 3883 119 42
14.513377 112 8 119 2460 0
14.514352 8 112 2460 119 512
14.515328 8 112 2460 119 512
14.515329 21 2 1397 20 0
14.515330 5 51 3855 119 39
14.515331 116 8 119 3821 0
14.516304 8 116 3821 119 3
14.517280 2 21 20 1397 512
14.518256 63 211 25 15777 97
14.519232 53 5 119 3859 13
14.522161 94 85 2602 8080 0
14.524113 116 8 119 3821 13
14.526065 5 53 3859 119 41
14.527041 8 116 3821 119 38
14.539728 8 77 119 1413 0
14.542657 8 42 3012 119 45
14.548512 83 8 3728 119 0
14.549489 5 46 119 4324 0
14.551440 216 176 4936 25 0
14.556321 5 55 119 4583 5
14.556323 5 87 119 1440 5
14.556324 5 8 119 4627 15
14.557297 5 76 119 1144 5
14.558273 5 75 119 3143 44
14.558274 5 88 119 40453 5
14.559249 5 78 119 3299 47
14.560224 5 26 119 4495 5
14.560225 5 11 119 3868 15
14.561200 5 82 119 3935 15
14.562176 5 84 119 2235 5
14.563152 26 8 119 3880 5
14.564128 5 4 119 4241 15
14.565104 5 75 119 2845 5
14.567056 8 26 3880 119 40
14.569008 75 5 3143 119 54
14.569009 76 5 1144 119 37
14.569010 84 5 2235 119 69
14.570961 48 2 1161 2032 0
14.572912 2 48 2032 1161 512
14.574865 12 2 1064 20 0
14.576816 124 8 119 1216 0
14.580720 2 12 20 1064 256
14.584624 51 5 119 3855 8
14.588528 26 5 4495 119 34
14.589504 42 8 119 3012 5
14.597312 11 5 3868 119 0
14.610000 107 8 119 1599 5
14.610976 5 76 119 1144 5
14.610977 5 75 119 3143 5
14.611952 5 84 119 2235 15
14.612928 5 26 119 4495 5
14.617808 26 8 119 3880 15
14.621712 8 26 3880 119 40
14.622688 5 51 3855 119 512
14.623664 5 51 3855 119 403
14.624640 52 2 1291 23 0
14.624641 211 63 15777 25 0
14.627568 46 5 4324 119 418
14.632448 84 5 2235 119 35
